policy_id,customer_id,policy_type,add_on_cover,vehicle_model,vehicle_make,vehicle_type,fuel_type,vehicle_year,idv,premium_amount
3417,86,Own Damage,Zero Depreciation,Amaze,Honda,Sedan,Diesel,2016,365922,6662
3418,1621,Third Party,Zero Depreciation,Kiger,Renault,Compact SUV,Hybrid,2018,1849487,21339
3419,2029,Own Damage,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Electric,2014,659832,36277
3420,1009,Third Party,Consumables Cover,Swift,Maruti Suzuki,Hatchback,Petrol,2025,1387325,16240
3421,1637,Comprehensive,No Add-on,Slavia,Skoda,Sedan,Petrol,2016,400535,9904
3422,1902,Own Damage,Return to Invoice,City,Honda,Sedan,Petrol,2024,196542,30882
3423,452,Own Damage,No Add-on,Nexon,Tata,Compact SUV,Diesel,2014,1762125,38901
3424,1487,Comprehensive,Consumables Cover,Safari,Tata,Compact SUV,Diesel,2020,1525317,5749
3425,1676,Comprehensive,Zero Depreciation,Scorpio,Mahindra,SUV,CNG,2019,643723,9166
3426,1192,Third Party,Zero Depreciation,Kushaq,Skoda,Sedan,Electric,2018,994100,12139
3427,2223,Own Damage,Return to Invoice,Astor,MG,SUV,Electric,2015,1545568,13209
3428,2225,Own Damage,Engine Protect,Sonet,Kia,Compact SUV,Petrol,2025,1376971,20606
3429,2907,Third Party,Consumables Cover,Creta,Hyundai,Compact SUV,Electric,2018,1914157,5220
3430,1307,Comprehensive,Zero Depreciation,City,Honda,Sedan,Petrol,2023,375286,50303
3431,2254,Comprehensive,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,CNG,2019,216430,28171
3432,1846,Comprehensive,No Add-on,Swift,Maruti Suzuki,Hatchback,CNG,2024,981729,40005
3433,1888,Third Party,Return to Invoice,Amaze,Honda,Sedan,CNG,2020,1175031,18277
3434,1808,Third Party,Zero Depreciation,Fortuner,Toyota,MUV,Petrol,2021,796558,20875
3435,2580,Comprehensive,Engine Protect,Fortuner,Toyota,MUV,Hybrid,2014,878213,36698
3436,2881,Third Party,No Add-on,Punch,Tata,Compact SUV,Diesel,2016,839965,6540
3437,2732,Own Damage,Consumables Cover,Slavia,Skoda,Sedan,Diesel,2025,131163,14402
3438,221,Third Party,Return to Invoice,Innova,Toyota,MUV,Petrol,2025,1532453,50230
3439,404,Comprehensive,Return to Invoice,Venue,Hyundai,Compact SUV,Hybrid,2025,1904256,29219
3440,2097,Comprehensive,Roadside Assistance,XUV700,Mahindra,SUV,Electric,2023,1681070,38401
3441,2762,Own Damage,Consumables Cover,Innova,Toyota,MUV,Electric,2023,1022126,5662
3442,223,Comprehensive,Return to Invoice,City,Honda,Sedan,Petrol,2021,1526716,10559
3443,1775,Comprehensive,Engine Protect,Safari,Tata,Compact SUV,Petrol,2025,806191,54006
3444,1562,Third Party,Engine Protect,Scorpio,Mahindra,SUV,Diesel,2015,272111,36268
3445,527,Comprehensive,Engine Protect,Swift,Maruti Suzuki,Hatchback,Hybrid,2019,179483,30559
3446,2775,Third Party,Engine Protect,Scorpio,Mahindra,SUV,Diesel,2018,992302,8455
3447,2846,Own Damage,Zero Depreciation,Magnite,Nissan,Compact SUV,Hybrid,2021,1434169,10889
3448,1990,Third Party,No Add-on,Venue,Hyundai,Compact SUV,Electric,2016,1955592,10036
3449,1321,Comprehensive,Roadside Assistance,Kiger,Renault,Compact SUV,Petrol,2021,1128271,52330
3450,2031,Own Damage,Return to Invoice,Innova,Toyota,MUV,CNG,2017,1346631,59286
3451,700,Own Damage,Engine Protect,Kushaq,Skoda,Sedan,Petrol,2023,147428,29266
3452,109,Third Party,Return to Invoice,Seltos,Kia,Compact SUV,Petrol,2017,1006052,18012
3453,1639,Third Party,Zero Depreciation,Harrier,Tata,Compact SUV,Petrol,2024,1221298,31660
3454,650,Third Party,Engine Protect,Kiger,Renault,Compact SUV,CNG,2019,1982392,47305
3455,518,Comprehensive,Engine Protect,Scorpio,Mahindra,SUV,Petrol,2016,1837088,46042
3456,128,Comprehensive,Consumables Cover,i20,Hyundai,Compact SUV,Diesel,2024,1872827,26560
3457,1416,Own Damage,No Add-on,Venue,Hyundai,Compact SUV,Electric,2024,1855206,57794
3458,2590,Own Damage,Return to Invoice,Magnite,Nissan,Compact SUV,CNG,2023,1582352,24263
3459,2622,Own Damage,Return to Invoice,Safari,Tata,Compact SUV,Hybrid,2014,1587688,11090
3460,2087,Own Damage,Zero Depreciation,Amaze,Honda,Sedan,CNG,2022,570902,40303
3461,2787,Comprehensive,Zero Depreciation,Creta,Hyundai,Compact SUV,CNG,2018,503292,45670
3462,383,Comprehensive,Zero Depreciation,Kiger,Renault,Compact SUV,CNG,2020,1699066,9628
3463,866,Third Party,Consumables Cover,i20,Hyundai,Compact SUV,Electric,2016,1073517,54125
3464,1542,Own Damage,No Add-on,Amaze,Honda,Sedan,Electric,2024,105084,38681
3465,420,Own Damage,Engine Protect,Nexon,Tata,Compact SUV,Petrol,2024,376039,42436
3466,2414,Third Party,Consumables Cover,Magnite,Nissan,Compact SUV,Petrol,2018,146234,56997
3467,133,Third Party,Consumables Cover,City,Honda,Sedan,CNG,2019,1137245,44504
3468,832,Comprehensive,Engine Protect,Harrier,Tata,Compact SUV,Petrol,2015,1066089,32606
3469,802,Own Damage,Roadside Assistance,Nexon,Tata,Compact SUV,Hybrid,2017,903851,6118
3470,737,Comprehensive,Engine Protect,i20,Hyundai,Compact SUV,Diesel,2014,956389,53545
3471,730,Third Party,Return to Invoice,Seltos,Kia,Compact SUV,Diesel,2024,1374415,5440
3472,1431,Third Party,Engine Protect,Harrier,Tata,Compact SUV,Hybrid,2019,1016825,7761
3473,584,Comprehensive,Consumables Cover,Punch,Tata,Compact SUV,Hybrid,2025,1063138,8471
3474,446,Third Party,Return to Invoice,City,Honda,Sedan,Petrol,2019,869774,23700
3475,2022,Comprehensive,Roadside Assistance,Innova,Toyota,MUV,CNG,2025,689076,50843
3476,562,Comprehensive,Engine Protect,Nexon,Tata,Compact SUV,Petrol,2015,1652062,25892
3477,2395,Comprehensive,Consumables Cover,Punch,Tata,Compact SUV,Electric,2017,113159,33840
3478,1402,Own Damage,Engine Protect,Sonet,Kia,Compact SUV,Petrol,2014,548426,4690
3479,1890,Third Party,Zero Depreciation,Kiger,Renault,Compact SUV,Diesel,2020,1084197,52891
3480,41,Comprehensive,Engine Protect,Sonet,Kia,Compact SUV,Petrol,2025,989843,36148
3481,528,Third Party,Engine Protect,Amaze,Honda,Sedan,CNG,2018,1645858,54968
3482,2067,Third Party,Engine Protect,Sonet,Kia,Compact SUV,Petrol,2025,1951362,41114
3483,904,Own Damage,Engine Protect,Nexon,Tata,Compact SUV,Petrol,2025,409468,43001
3484,356,Own Damage,Engine Protect,Amaze,Honda,Sedan,Electric,2022,1278401,40500
3485,799,Comprehensive,Engine Protect,Sonet,Kia,Compact SUV,Electric,2023,439685,23634
3486,1851,Own Damage,Zero Depreciation,Nexon,Tata,Compact SUV,Electric,2024,1558072,18292
3487,1361,Comprehensive,Engine Protect,Creta,Hyundai,Compact SUV,Petrol,2024,1458731,50666
3488,163,Own Damage,Engine Protect,Harrier,Tata,Compact SUV,Petrol,2018,1655552,34784
3489,1313,Own Damage,Return to Invoice,Venue,Hyundai,Compact SUV,Petrol,2015,1357994,39716
3490,2652,Third Party,No Add-on,Venue,Hyundai,Compact SUV,Petrol,2025,821708,48491
3491,2911,Third Party,Engine Protect,Creta,Hyundai,Compact SUV,CNG,2014,951350,39098
3492,1679,Comprehensive,Engine Protect,Swift,Maruti Suzuki,Hatchback,Petrol,2017,1069424,12970
3493,245,Third Party,Consumables Cover,Kushaq,Skoda,Sedan,Petrol,2022,992634,59553
3494,71,Own Damage,Zero Depreciation,City,Honda,Sedan,Electric,2021,988251,21785
3495,1548,Own Damage,Roadside Assistance,Safari,Tata,Compact SUV,Petrol,2017,1216560,56425
3496,115,Third Party,Roadside Assistance,Venue,Hyundai,Compact SUV,Diesel,2022,1538373,17611
3497,205,Own Damage,Roadside Assistance,Kushaq,Skoda,Sedan,Diesel,2017,1892270,41017
3498,1563,Own Damage,Consumables Cover,Fortuner,Toyota,MUV,Diesel,2018,1148192,21020
3499,867,Own Damage,Roadside Assistance,Scorpio,Mahindra,SUV,Petrol,2014,277035,42619
3500,271,Comprehensive,Return to Invoice,Nexon,Tata,Compact SUV,Hybrid,2017,214296,4162
3501,472,Own Damage,Return to Invoice,Sonet,Kia,Compact SUV,Hybrid,2023,1806817,48681
3502,2425,Own Damage,Return to Invoice,Kushaq,Skoda,Sedan,Hybrid,2020,1362062,32735
3503,624,Comprehensive,Engine Protect,Harrier,Tata,Compact SUV,CNG,2022,841602,33886
3504,52,Comprehensive,Roadside Assistance,Creta,Hyundai,Compact SUV,Petrol,2025,615132,20777
3505,189,Third Party,Consumables Cover,Innova,Toyota,MUV,CNG,2024,736929,25600
3506,2321,Third Party,Consumables Cover,WagonR,Maruti Suzuki,Hatchback,Petrol,2014,1547729,9281
3507,2219,Third Party,Consumables Cover,Amaze,Honda,Sedan,Diesel,2018,387198,23333
3508,1396,Comprehensive,Consumables Cover,Harrier,Tata,Compact SUV,Electric,2018,598264,26686
3509,1168,Third Party,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Diesel,2014,1412493,46455
3510,1142,Third Party,Roadside Assistance,Swift,Maruti Suzuki,Hatchback,CNG,2021,1604467,42691
3511,610,Third Party,Consumables Cover,Magnite,Nissan,Compact SUV,Petrol,2014,1127228,50010
3512,2027,Comprehensive,No Add-on,Kiger,Renault,Compact SUV,Electric,2014,1779109,34533
3513,577,Third Party,Roadside Assistance,Scorpio,Mahindra,SUV,Electric,2019,1691790,41605
3514,2451,Third Party,Zero Depreciation,Innova,Toyota,MUV,Diesel,2025,1052132,46041
3515,448,Own Damage,Engine Protect,Slavia,Skoda,Sedan,Hybrid,2014,780614,44273
3516,512,Comprehensive,Engine Protect,XUV700,Mahindra,SUV,Diesel,2019,1454152,8461
3517,378,Third Party,Zero Depreciation,i20,Hyundai,Compact SUV,Diesel,2016,1375665,18007
3518,2631,Comprehensive,No Add-on,Safari,Tata,Compact SUV,Diesel,2025,331699,26102
3519,1291,Third Party,No Add-on,WagonR,Maruti Suzuki,Hatchback,Electric,2018,794241,35933
3520,196,Third Party,No Add-on,Fortuner,Toyota,MUV,Diesel,2020,1578051,56953
3521,800,Own Damage,No Add-on,Punch,Tata,Compact SUV,Petrol,2025,257936,12416
3522,1789,Third Party,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Petrol,2014,744892,35082
3523,716,Comprehensive,Consumables Cover,XUV700,Mahindra,SUV,Petrol,2017,168225,15403
3524,884,Own Damage,Roadside Assistance,Magnite,Nissan,Compact SUV,Diesel,2015,1264265,13391
3525,796,Comprehensive,Consumables Cover,Fortuner,Toyota,MUV,Petrol,2017,1947245,18915
3526,513,Own Damage,Roadside Assistance,Astor,MG,SUV,CNG,2025,914663,4691
3527,1026,Third Party,Return to Invoice,XUV700,Mahindra,SUV,Electric,2023,798217,24097
3528,2188,Comprehensive,Return to Invoice,Safari,Tata,Compact SUV,Petrol,2018,796076,21071
3529,1630,Third Party,Zero Depreciation,Baleno,Maruti Suzuki,Hatchback,CNG,2017,241384,22767
3530,1401,Own Damage,Return to Invoice,Kiger,Renault,Compact SUV,Hybrid,2021,557164,17192
3531,2504,Third Party,No Add-on,i20,Hyundai,Compact SUV,CNG,2017,1861960,5830
3532,1747,Comprehensive,Zero Depreciation,Slavia,Skoda,Sedan,Petrol,2023,1844613,30492
3533,83,Own Damage,Return to Invoice,Innova,Toyota,MUV,CNG,2020,1187206,5886
3534,2008,Comprehensive,Engine Protect,XUV700,Mahindra,SUV,Petrol,2016,242983,47362
3535,573,Comprehensive,Return to Invoice,Sonet,Kia,Compact SUV,CNG,2024,702655,10286
3536,964,Third Party,Roadside Assistance,Innova,Toyota,MUV,Electric,2015,1974442,47745
3537,513,Third Party,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,Petrol,2019,152025,29449
3538,1705,Own Damage,No Add-on,Magnite,Nissan,Compact SUV,Electric,2025,616780,46550
3539,1140,Third Party,Engine Protect,Baleno,Maruti Suzuki,Hatchback,CNG,2016,1739926,43938
3540,2960,Own Damage,Consumables Cover,Slavia,Skoda,Sedan,Petrol,2018,1953389,35854
3541,1150,Comprehensive,No Add-on,Magnite,Nissan,Compact SUV,Petrol,2022,923951,8502
3542,1461,Third Party,Roadside Assistance,Astor,MG,SUV,CNG,2015,896033,4665
3543,1715,Comprehensive,Roadside Assistance,Innova,Toyota,MUV,Hybrid,2022,977270,32977
3544,1958,Own Damage,Zero Depreciation,Magnite,Nissan,Compact SUV,Electric,2019,155265,32353
3545,872,Comprehensive,Return to Invoice,Swift,Maruti Suzuki,Hatchback,Hybrid,2025,1680741,8938
3546,1363,Third Party,No Add-on,Slavia,Skoda,Sedan,Hybrid,2014,982371,16828
3547,996,Comprehensive,No Add-on,Slavia,Skoda,Sedan,Diesel,2022,960909,31441
3548,852,Own Damage,Engine Protect,Harrier,Tata,Compact SUV,Petrol,2014,1348018,10615
3549,2096,Comprehensive,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,Petrol,2014,1634961,34178
3550,922,Third Party,Engine Protect,Kushaq,Skoda,Sedan,Electric,2022,1896968,38324
3551,827,Comprehensive,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,Hybrid,2024,662219,59684
3552,2473,Third Party,No Add-on,Punch,Tata,Compact SUV,CNG,2020,1601755,30222
3553,768,Comprehensive,Roadside Assistance,Nexon,Tata,Compact SUV,Petrol,2025,397976,26562
3554,930,Comprehensive,Roadside Assistance,City,Honda,Sedan,Petrol,2017,741738,35205
3555,1544,Third Party,No Add-on,Slavia,Skoda,Sedan,Petrol,2018,1601515,39509
3556,1459,Third Party,Roadside Assistance,Sonet,Kia,Compact SUV,Diesel,2015,1840297,32447
3557,2810,Comprehensive,Roadside Assistance,Kushaq,Skoda,Sedan,Petrol,2016,1121888,25778
3558,165,Own Damage,Engine Protect,Swift,Maruti Suzuki,Hatchback,Diesel,2016,1330073,39208
3559,2998,Comprehensive,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Hybrid,2024,958628,31627
3560,1960,Comprehensive,Return to Invoice,Nexon,Tata,Compact SUV,Electric,2019,1652459,18503
3561,868,Own Damage,Consumables Cover,Harrier,Tata,Compact SUV,CNG,2022,978747,55539
3562,1200,Own Damage,Zero Depreciation,Sonet,Kia,Compact SUV,Electric,2025,899708,31935
3563,1466,Comprehensive,Engine Protect,Astor,MG,SUV,Diesel,2016,362077,14251
3564,1064,Own Damage,Consumables Cover,WagonR,Maruti Suzuki,Hatchback,Hybrid,2020,186235,13630
3565,766,Own Damage,Engine Protect,Baleno,Maruti Suzuki,Hatchback,Petrol,2024,1776790,46283
3566,401,Comprehensive,Engine Protect,Astor,MG,SUV,Electric,2025,1642881,55096
3567,93,Comprehensive,Return to Invoice,Slavia,Skoda,Sedan,Diesel,2014,617532,4875
3568,2057,Own Damage,Engine Protect,Nexon,Tata,Compact SUV,Diesel,2019,125079,40293
3569,2231,Comprehensive,Return to Invoice,Fortuner,Toyota,MUV,Hybrid,2022,980941,56560
3570,1012,Third Party,Zero Depreciation,Kushaq,Skoda,Sedan,Electric,2025,474383,36165
3571,2183,Comprehensive,Zero Depreciation,Swift,Maruti Suzuki,Hatchback,Petrol,2022,1121241,40941
3572,1703,Comprehensive,Engine Protect,Fortuner,Toyota,MUV,Petrol,2022,335987,44770
3573,2041,Third Party,No Add-on,WagonR,Maruti Suzuki,Hatchback,Petrol,2024,1859424,31303
3574,2513,Own Damage,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Hybrid,2024,1059567,17150
3575,2542,Own Damage,Return to Invoice,City,Honda,Sedan,Petrol,2023,1123740,13242
3576,1775,Own Damage,No Add-on,Fortuner,Toyota,MUV,Electric,2015,1378923,52789
3577,156,Comprehensive,Return to Invoice,Scorpio,Mahindra,SUV,Diesel,2016,860871,41417
3578,1055,Own Damage,Return to Invoice,XUV700,Mahindra,SUV,CNG,2016,393925,13896
3579,1415,Own Damage,Zero Depreciation,Seltos,Kia,Compact SUV,Petrol,2018,1615246,17185
3580,2473,Own Damage,Return to Invoice,XUV700,Mahindra,SUV,Petrol,2021,959218,57541
3581,2725,Own Damage,Zero Depreciation,Creta,Hyundai,Compact SUV,Petrol,2024,181191,18955
3582,226,Third Party,Return to Invoice,Fortuner,Toyota,MUV,Diesel,2019,1439073,52615
3583,2090,Third Party,No Add-on,Seltos,Kia,Compact SUV,Diesel,2025,1916903,53918
3584,1852,Own Damage,Roadside Assistance,Punch,Tata,Compact SUV,Petrol,2022,1421538,34457
3585,2412,Third Party,Consumables Cover,City,Honda,Sedan,CNG,2018,1901245,53100
3586,1729,Comprehensive,Zero Depreciation,Seltos,Kia,Compact SUV,Electric,2014,1663778,38432
3587,2572,Comprehensive,No Add-on,Amaze,Honda,Sedan,CNG,2025,1171373,25218
3588,2123,Third Party,Consumables Cover,Seltos,Kia,Compact SUV,Hybrid,2014,723529,58950
3589,488,Third Party,No Add-on,Creta,Hyundai,Compact SUV,Hybrid,2018,944577,51854
3590,2617,Third Party,Consumables Cover,Safari,Tata,Compact SUV,Petrol,2021,1688632,21555
3591,2493,Comprehensive,Return to Invoice,Scorpio,Mahindra,SUV,Diesel,2018,810799,12322
3592,1489,Comprehensive,Engine Protect,Punch,Tata,Compact SUV,CNG,2024,1189390,55200
3593,1061,Own Damage,Return to Invoice,Amaze,Honda,Sedan,Petrol,2023,1241134,7805
3594,632,Own Damage,Return to Invoice,Nexon,Tata,Compact SUV,Electric,2021,1221746,55040
3595,624,Third Party,Zero Depreciation,Kiger,Renault,Compact SUV,CNG,2021,806090,10861
3596,2162,Comprehensive,Consumables Cover,Seltos,Kia,Compact SUV,Petrol,2017,1056178,4767
3597,349,Own Damage,Roadside Assistance,Sonet,Kia,Compact SUV,Hybrid,2014,1301879,8476
3598,1060,Own Damage,Roadside Assistance,WagonR,Maruti Suzuki,Hatchback,Petrol,2025,888475,7327
3599,2966,Comprehensive,Zero Depreciation,Kiger,Renault,Compact SUV,Electric,2021,1551633,43465
3600,1842,Comprehensive,Zero Depreciation,Kiger,Renault,Compact SUV,Petrol,2023,1704341,41401
3601,1979,Third Party,No Add-on,Seltos,Kia,Compact SUV,Hybrid,2023,239229,5474
3602,30,Own Damage,Return to Invoice,Slavia,Skoda,Sedan,Hybrid,2017,250367,36779
3603,1823,Own Damage,Return to Invoice,Harrier,Tata,Compact SUV,Electric,2016,1502314,24135
3604,51,Comprehensive,Return to Invoice,Fortuner,Toyota,MUV,Petrol,2015,896117,50045
3605,471,Third Party,No Add-on,Sonet,Kia,Compact SUV,CNG,2015,1907077,35456
3606,1323,Third Party,Engine Protect,Slavia,Skoda,Sedan,Electric,2017,1668870,42627
3607,910,Own Damage,Roadside Assistance,City,Honda,Sedan,Diesel,2022,1301167,14600
3608,1406,Comprehensive,Return to Invoice,Creta,Hyundai,Compact SUV,Diesel,2022,1989336,56907
3609,2043,Own Damage,No Add-on,City,Honda,Sedan,Hybrid,2023,395611,45936
3610,564,Own Damage,Return to Invoice,XUV700,Mahindra,SUV,CNG,2019,1563689,55825
3611,2218,Own Damage,Zero Depreciation,Nexon,Tata,Compact SUV,CNG,2025,460979,14568
3612,1909,Comprehensive,Zero Depreciation,XUV700,Mahindra,SUV,Electric,2015,1725649,9870
3613,2280,Own Damage,No Add-on,Harrier,Tata,Compact SUV,CNG,2015,882574,44446
3614,2715,Own Damage,No Add-on,Harrier,Tata,Compact SUV,CNG,2016,1406139,39061
3615,2199,Own Damage,No Add-on,Baleno,Maruti Suzuki,Hatchback,Petrol,2020,845532,25193
3616,1982,Own Damage,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Hybrid,2015,1702612,16293
3617,814,Own Damage,Roadside Assistance,Seltos,Kia,Compact SUV,Diesel,2022,1913820,35678
3618,1196,Third Party,No Add-on,Slavia,Skoda,Sedan,CNG,2025,802474,53600
3619,1933,Third Party,No Add-on,Baleno,Maruti Suzuki,Hatchback,Petrol,2020,767744,3127
3620,2807,Third Party,Roadside Assistance,Astor,MG,SUV,Hybrid,2019,1321303,30158
3621,2928,Own Damage,Return to Invoice,Magnite,Nissan,Compact SUV,Electric,2019,1093412,58868
3622,1800,Own Damage,Engine Protect,City,Honda,Sedan,Diesel,2019,407383,50440
3623,328,Own Damage,Return to Invoice,Fortuner,Toyota,MUV,Diesel,2022,768485,34846
3624,2768,Third Party,Return to Invoice,Innova,Toyota,MUV,Petrol,2021,171771,58200
3625,2861,Third Party,Return to Invoice,Kushaq,Skoda,Sedan,Electric,2023,457088,57317
3626,2862,Third Party,Consumables Cover,Astor,MG,SUV,CNG,2018,1111530,3928
3627,2766,Third Party,No Add-on,City,Honda,Sedan,Electric,2022,651011,36916
3628,569,Comprehensive,Return to Invoice,Slavia,Skoda,Sedan,Petrol,2015,833195,33890
3629,814,Third Party,Return to Invoice,Baleno,Maruti Suzuki,Hatchback,CNG,2024,1215704,6113
3630,104,Comprehensive,Roadside Assistance,Nexon,Tata,Compact SUV,Hybrid,2023,383250,47155
3631,1091,Comprehensive,Engine Protect,City,Honda,Sedan,CNG,2014,1075968,26405
3632,1891,Own Damage,No Add-on,Venue,Hyundai,Compact SUV,Electric,2015,1971091,34800
3633,1364,Third Party,No Add-on,Nexon,Tata,Compact SUV,CNG,2018,1567597,26388
3634,1449,Own Damage,No Add-on,Swift,Maruti Suzuki,Hatchback,Petrol,2021,1082315,33743
3635,926,Third Party,Return to Invoice,Magnite,Nissan,Compact SUV,Diesel,2023,1535659,10526
3636,594,Third Party,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Hybrid,2019,1155575,37253
3637,1776,Third Party,Roadside Assistance,Nexon,Tata,Compact SUV,Electric,2023,1035872,28668
3638,1930,Third Party,Return to Invoice,Nexon,Tata,Compact SUV,Hybrid,2014,1673164,25564
3639,1596,Own Damage,Roadside Assistance,Sonet,Kia,Compact SUV,CNG,2016,649581,51747
3640,2722,Third Party,Zero Depreciation,Kushaq,Skoda,Sedan,Diesel,2023,1502066,33107
3641,2696,Own Damage,Zero Depreciation,Harrier,Tata,Compact SUV,Electric,2018,851432,22309
3642,2919,Own Damage,Engine Protect,City,Honda,Sedan,Hybrid,2022,1489475,5269
3643,2451,Comprehensive,Return to Invoice,i20,Hyundai,Compact SUV,Diesel,2023,1465261,43872
3644,951,Own Damage,Roadside Assistance,City,Honda,Sedan,Hybrid,2022,451855,22695
3645,1869,Own Damage,Roadside Assistance,Safari,Tata,Compact SUV,Petrol,2018,222052,26708
3646,497,Comprehensive,Return to Invoice,Harrier,Tata,Compact SUV,Petrol,2015,118339,15878
3647,194,Own Damage,Return to Invoice,Scorpio,Mahindra,SUV,Diesel,2018,1064299,59669
3648,272,Third Party,Zero Depreciation,Nexon,Tata,Compact SUV,Hybrid,2019,917716,26121
3649,2395,Comprehensive,Consumables Cover,Innova,Toyota,MUV,Electric,2019,346397,57622
3650,1236,Comprehensive,Engine Protect,Swift,Maruti Suzuki,Hatchback,CNG,2023,1399973,19618
3651,1841,Comprehensive,Consumables Cover,XUV700,Mahindra,SUV,Electric,2014,1478485,57155
3652,2490,Third Party,Return to Invoice,Harrier,Tata,Compact SUV,Diesel,2023,640422,21184
3653,2483,Third Party,Return to Invoice,Scorpio,Mahindra,SUV,Petrol,2019,83060,42668
3654,1651,Comprehensive,Consumables Cover,i20,Hyundai,Compact SUV,Electric,2025,381614,47254
3655,2848,Third Party,Consumables Cover,Baleno,Maruti Suzuki,Hatchback,Electric,2016,460326,22554
3656,2942,Third Party,Return to Invoice,Fortuner,Toyota,MUV,CNG,2014,1241334,26438
3657,1531,Own Damage,No Add-on,Innova,Toyota,MUV,Electric,2025,556068,21403
3658,1664,Third Party,Return to Invoice,Swift,Maruti Suzuki,Hatchback,Diesel,2020,994563,25692
3659,1885,Own Damage,Roadside Assistance,Scorpio,Mahindra,SUV,CNG,2021,1879857,30592
3660,1389,Own Damage,Engine Protect,Baleno,Maruti Suzuki,Hatchback,Electric,2019,806705,52182
3661,1328,Third Party,Roadside Assistance,WagonR,Maruti Suzuki,Hatchback,Electric,2014,1411500,26930
3662,1638,Comprehensive,Return to Invoice,Sonet,Kia,Compact SUV,Electric,2021,343438,15172
3663,1883,Third Party,No Add-on,Amaze,Honda,Sedan,Diesel,2021,730564,19855
3664,908,Comprehensive,Zero Depreciation,Magnite,Nissan,Compact SUV,Electric,2018,1480126,56207
3665,1895,Comprehensive,Return to Invoice,Slavia,Skoda,Sedan,Petrol,2017,345601,9241
3666,231,Comprehensive,Return to Invoice,Astor,MG,SUV,Petrol,2015,536460,8500
3667,503,Own Damage,Engine Protect,Slavia,Skoda,Sedan,Diesel,2017,1110246,58569
3668,1654,Own Damage,No Add-on,Slavia,Skoda,Sedan,Electric,2025,1302865,16562
3669,2016,Comprehensive,Engine Protect,Swift,Maruti Suzuki,Hatchback,CNG,2017,904508,42455
3670,1149,Own Damage,No Add-on,Sonet,Kia,Compact SUV,Petrol,2021,191363,17187
3671,2275,Own Damage,Zero Depreciation,Nexon,Tata,Compact SUV,Diesel,2023,1444833,15820
3672,400,Comprehensive,No Add-on,Amaze,Honda,Sedan,Petrol,2024,1793857,29925
3673,1121,Third Party,Consumables Cover,Swift,Maruti Suzuki,Hatchback,Hybrid,2022,794242,13165
3674,2383,Own Damage,Zero Depreciation,Nexon,Tata,Compact SUV,Electric,2022,570116,22341
3675,2890,Own Damage,No Add-on,Swift,Maruti Suzuki,Hatchback,CNG,2023,1679852,56722
3676,921,Own Damage,Consumables Cover,Scorpio,Mahindra,SUV,Petrol,2022,1820965,19361
3677,2110,Third Party,Zero Depreciation,WagonR,Maruti Suzuki,Hatchback,Petrol,2014,270595,4735
3678,1318,Third Party,Engine Protect,Fortuner,Toyota,MUV,Hybrid,2015,1020022,44668
3679,2641,Own Damage,Consumables Cover,Harrier,Tata,Compact SUV,Petrol,2016,275370,9505
3680,777,Third Party,Zero Depreciation,Astor,MG,SUV,Diesel,2019,478315,25191
3681,297,Own Damage,No Add-on,Fortuner,Toyota,MUV,Petrol,2021,916593,52273
3682,2827,Third Party,No Add-on,Safari,Tata,Compact SUV,Petrol,2022,704224,17724
3683,1040,Comprehensive,Consumables Cover,Scorpio,Mahindra,SUV,Petrol,2025,1348140,33690
3684,2745,Third Party,Engine Protect,Harrier,Tata,Compact SUV,Hybrid,2019,1773374,28187
3685,927,Third Party,Zero Depreciation,Fortuner,Toyota,MUV,Hybrid,2022,1178372,46502
3686,493,Third Party,Consumables Cover,i20,Hyundai,Compact SUV,Hybrid,2015,1766289,22268
3687,721,Own Damage,Consumables Cover,Slavia,Skoda,Sedan,Hybrid,2022,881960,55581
3688,1154,Third Party,Return to Invoice,Venue,Hyundai,Compact SUV,Diesel,2025,1166586,49323
3689,1828,Comprehensive,Roadside Assistance,Creta,Hyundai,Compact SUV,CNG,2021,729837,52185
3690,1208,Own Damage,Roadside Assistance,Baleno,Maruti Suzuki,Hatchback,Petrol,2019,1072374,14000
3691,87,Own Damage,Consumables Cover,Kushaq,Skoda,Sedan,CNG,2017,698652,4638
3692,2157,Third Party,No Add-on,Scorpio,Mahindra,SUV,Electric,2016,414936,39477
3693,1865,Comprehensive,Roadside Assistance,WagonR,Maruti Suzuki,Hatchback,Diesel,2019,128265,3873
3694,2809,Own Damage,Return to Invoice,Swift,Maruti Suzuki,Hatchback,Diesel,2020,910009,36830
3695,2001,Own Damage,Return to Invoice,Nexon,Tata,Compact SUV,Electric,2015,361495,43228
3696,2217,Comprehensive,Engine Protect,Sonet,Kia,Compact SUV,CNG,2019,1085868,28689
