claim_id,policy_id,claim_date,claim_type,claim_amount,amount_approved,claim_status,settlement_days,garage_type
1126,2619,2/15/2026,Theft Fire Damage,135653,118503,Approved,34,Cashless Network
1127,3730,10/23/2025,Theft Fire Damage,218252,0,Pending,75,Cashless Network
1128,2145,4/5/2026,Natural Disaster,13744,0,Rejected,14,Multi Brand
1129,1048,12/6/2025,Engine Damage,377187,0,Pending,29,Local Garage
1130,1113,7/16/2025,Flood Damage,164591,86823,Approved,20,Local Garage
1131,2068,3/23/2026,Flood Damage,296524,155080,Approved,53,Local Garage
1132,2390,11/26/2025,Glass Damage,418441,0,Rejected,7,Cashless Network
1133,3827,1/13/2026,Engine Damage,260805,0,Rejected,59,Local Garage
1134,761,2/23/2026,Natural Disaster,31666,0,Rejected,73,Multi Brand
1135,246,11/9/2025,Glass Damage,402682,0,Rejected,88,Multi Brand
1136,1192,8/29/2025,Accidental Damage,431708,0,Pending,73,Cashless Network
1137,2900,10/11/2025,Own Damage,326954,0,Rejected,28,Cashless Network
1138,1520,2/9/2026,Glass Damage,340211,0,Rejected,12,Authorized
1139,1274,4/29/2026,Glass Damage,201605,0,Pending,53,Local Garage
1140,1425,3/3/2026,Flood Damage,413245,0,Rejected,43,Multi Brand
1141,2537,12/29/2025,Theft Fire Damage,25451,0,Pending,50,Local Garage
1142,3512,11/13/2025,Theft Fire Damage,443172,115065,Approved,10,Local Garage
1143,1716,8/7/2025,Glass Damage,214499,0,Rejected,46,Cashless Network
1144,3941,12/16/2025,Theft Fire Damage,452822,0,Pending,31,Multi Brand
1145,1432,6/17/2026,Total Loss,442457,0,Pending,48,Authorized
1146,2037,9/8/2025,Theft Fire Damage,18856,0,Pending,26,Cashless Network
1147,3367,6/29/2025,Theft Fire Damage,324044,0,Pending,59,Authorized
1148,3841,1/23/2026,Theft Fire Damage,322532,160851,Approved,20,Multi Brand
1149,3929,2/21/2026,Natural Disaster,28215,0,Pending,54,Cashless Network
1150,2361,11/27/2025,Accidental Damage,455968,0,Rejected,30,Authorized
1151,1366,6/16/2026,Theft Fire Damage,393384,0,Pending,50,Multi Brand
1152,3772,12/13/2025,Theft Fire Damage,206381,0,Rejected,15,Local Garage
1153,2154,10/25/2025,Natural Disaster,253599,174352,Approved,62,Multi Brand
1154,2178,7/10/2025,Engine Damage,321793,0,Rejected,77,Local Garage
1155,2656,9/18/2025,Engine Damage,216829,0,Pending,76,Local Garage
1156,1006,2/10/2026,Flood Damage,471282,0,Pending,20,Multi Brand
1157,2914,7/5/2025,Total Loss,424375,0,Pending,9,Local Garage
1158,3395,11/8/2025,Accidental Damage,211853,6296,Approved,56,Authorized
1159,3556,11/9/2025,Glass Damage,94719,38247,Approved,2,Cashless Network
1160,1091,3/1/2026,Natural Disaster,130402,0,Rejected,13,Multi Brand
1161,2711,1/27/2026,Engine Damage,325992,155081,Approved,34,Multi Brand
1162,3419,10/2/2025,Accidental Damage,292360,224526,Approved,72,Authorized
1163,3665,9/19/2025,Engine Damage,51791,0,Pending,63,Multi Brand
1164,1220,7/9/2025,Theft Fire Damage,187770,0,Rejected,12,Multi Brand
1165,2405,2/15/2026,Natural Disaster,335379,0,Pending,21,Cashless Network
1166,3131,2/16/2026,Own Damage,223462,0,Pending,88,Local Garage
1167,774,8/26/2025,Own Damage,442658,337410,Approved,37,Local Garage
1168,1819,12/15/2025,Flood Damage,42083,0,Rejected,2,Multi Brand
1169,3699,3/26/2026,Accidental Damage,19801,0,Pending,13,Multi Brand
1170,567,12/15/2025,Accidental Damage,356505,188607,Approved,30,Authorized
1171,2653,10/3/2025,Engine Damage,104591,0,Pending,39,Multi Brand
1172,1089,5/7/2026,Own Damage,382859,0,Pending,63,Multi Brand
1173,1808,4/5/2026,Flood Damage,31225,0,Pending,78,Multi Brand
1174,3704,4/22/2026,Total Loss,177326,0,Pending,53,Local Garage
1175,2253,7/5/2025,Natural Disaster,26771,8486,Approved,15,Cashless Network
1176,1938,5/1/2026,Own Damage,483275,0,Pending,66,Authorized
1177,2230,4/16/2026,Natural Disaster,377846,215636,Approved,82,Local Garage
1178,282,4/23/2026,Accidental Damage,365057,0,Pending,9,Multi Brand
1179,358,5/23/2026,Total Loss,216395,0,Pending,74,Multi Brand
1180,2022,7/28/2025,Theft Fire Damage,481386,0,Pending,3,Multi Brand
1181,1607,3/24/2026,Total Loss,17556,0,Rejected,17,Authorized
1182,2726,8/25/2025,Glass Damage,436877,10715,Approved,4,Cashless Network
1183,3857,4/4/2026,Own Damage,295721,161875,Approved,38,Multi Brand
1184,3438,9/29/2025,Own Damage,54872,0,Pending,78,Multi Brand
1185,1843,9/14/2025,Glass Damage,56041,0,Rejected,55,Authorized
1186,704,10/6/2025,Total Loss,193810,0,Rejected,64,Authorized
1187,1310,11/29/2025,Own Damage,170067,0,Rejected,66,Local Garage
1188,120,8/15/2025,Accidental Damage,63954,0,Pending,27,Authorized
1189,3678,5/14/2026,Glass Damage,99928,0,Rejected,85,Authorized
1190,2914,9/2/2025,Accidental Damage,175818,0,Rejected,1,Local Garage
1191,2368,10/10/2025,Flood Damage,315096,0,Pending,8,Authorized
1192,3248,9/23/2025,Engine Damage,397756,0,Rejected,70,Cashless Network
1193,1399,9/25/2025,Glass Damage,53076,0,Pending,74,Authorized
1194,2798,11/18/2025,Engine Damage,111247,0,Pending,20,Authorized
1195,3660,6/23/2026,Total Loss,62394,36525,Approved,24,Multi Brand
1196,1732,5/1/2026,Own Damage,356119,0,Pending,2,Multi Brand
1197,952,1/11/2026,Natural Disaster,136519,0,Pending,28,Cashless Network
1198,1328,1/12/2026,Glass Damage,56091,55901,Approved,21,Local Garage
1199,2989,11/5/2025,Own Damage,80346,0,Rejected,20,Authorized
1200,370,11/6/2025,Total Loss,406652,224690,Approved,42,Local Garage
1201,716,2/16/2026,Engine Damage,449882,0,Rejected,68,Local Garage
1202,1473,11/17/2025,Total Loss,227471,141771,Approved,85,Multi Brand
1203,251,9/1/2025,Glass Damage,372645,0,Rejected,34,Multi Brand
1204,2584,11/21/2025,Flood Damage,330721,0,Pending,16,Authorized
1205,2730,12/24/2025,Total Loss,354224,0,Rejected,12,Multi Brand
1206,954,10/5/2025,Accidental Damage,163356,0,Pending,70,Local Garage
1207,2230,12/4/2025,Natural Disaster,19485,0,Pending,48,Multi Brand
1208,3554,3/9/2026,Accidental Damage,492080,0,Rejected,19,Authorized
1209,122,7/21/2025,Flood Damage,213286,137972,Approved,81,Authorized
1210,638,1/21/2026,Engine Damage,441668,401647,Approved,56,Local Garage
1211,365,1/8/2026,Natural Disaster,66511,41100,Approved,40,Authorized
1212,3427,7/15/2025,Engine Damage,132909,42309,Approved,45,Cashless Network
1213,1103,3/8/2026,Flood Damage,216885,150997,Approved,79,Local Garage
1214,1772,5/28/2026,Engine Damage,371709,0,Rejected,81,Multi Brand
1215,224,6/14/2026,Accidental Damage,283967,0,Pending,59,Local Garage
1216,3809,2/23/2026,Accidental Damage,209252,93792,Approved,61,Authorized
1217,3615,3/2/2026,Total Loss,351947,0,Pending,59,Local Garage
1218,379,11/7/2025,Theft Fire Damage,449188,0,Rejected,43,Local Garage
1219,3003,10/8/2025,Glass Damage,108222,0,Rejected,32,Local Garage
1220,1925,5/18/2026,Accidental Damage,406076,0,Rejected,17,Authorized
1221,1187,7/1/2025,Flood Damage,403136,0,Rejected,44,Local Garage
1222,793,9/28/2025,Own Damage,38074,16500,Approved,44,Local Garage
1223,664,1/28/2026,Own Damage,84916,0,Rejected,24,Local Garage
1224,35,5/20/2026,Own Damage,416566,189877,Approved,55,Authorized
1225,60,5/1/2026,Own Damage,441413,302195,Approved,36,Authorized
1226,2778,4/2/2026,Glass Damage,483052,0,Pending,56,Cashless Network
1227,3917,11/9/2025,Engine Damage,77364,0,Rejected,71,Cashless Network
1228,1136,11/9/2025,Accidental Damage,80752,0,Pending,77,Local Garage
1229,697,2/23/2026,Natural Disaster,200085,0,Rejected,25,Authorized
1230,2808,6/30/2025,Accidental Damage,485475,429532,Approved,88,Cashless Network
1231,1911,10/18/2025,Own Damage,425622,0,Rejected,90,Cashless Network
1232,670,9/7/2025,Accidental Damage,460077,356307,Approved,66,Local Garage
1233,574,4/22/2026,Own Damage,438921,437004,Approved,3,Multi Brand
1234,1108,12/24/2025,Natural Disaster,123467,0,Pending,40,Multi Brand
1235,1368,12/24/2025,Total Loss,460717,92762,Approved,88,Authorized
1236,1751,7/9/2025,Theft Fire Damage,262201,0,Pending,17,Local Garage
1237,566,7/21/2025,Total Loss,67823,0,Pending,28,Authorized
1238,1826,9/28/2025,Total Loss,493124,0,Rejected,34,Cashless Network
1239,648,6/20/2026,Flood Damage,339968,0,Pending,1,Multi Brand
1240,301,12/7/2025,Engine Damage,309090,214617,Approved,58,Local Garage
1241,2568,6/30/2025,Engine Damage,32294,8380,Approved,75,Cashless Network
1242,1924,9/8/2025,Engine Damage,57679,55792,Approved,84,Multi Brand
1243,2122,3/15/2026,Theft Fire Damage,48133,28172,Approved,86,Cashless Network
1244,3412,9/1/2025,Accidental Damage,196226,0,Pending,65,Cashless Network
1245,2090,10/5/2025,Total Loss,443482,0,Pending,57,Authorized
1246,1380,3/26/2026,Total Loss,380051,0,Pending,90,Authorized
1247,2523,3/14/2026,Own Damage,135216,0,Rejected,15,Multi Brand
1248,2829,10/20/2025,Flood Damage,366765,360705,Approved,65,Authorized
1249,2573,2/7/2026,Flood Damage,266040,0,Rejected,39,Cashless Network
1250,2589,8/15/2025,Total Loss,411224,296752,Approved,48,Multi Brand
1251,1484,5/4/2026,Natural Disaster,260266,0,Rejected,52,Authorized
1252,2578,9/6/2025,Engine Damage,126467,110414,Approved,84,Authorized
1253,423,9/2/2025,Accidental Damage,352323,0,Pending,59,Multi Brand
1254,1901,6/4/2026,Own Damage,197690,0,Pending,54,Cashless Network
1255,633,11/6/2025,Theft Fire Damage,16307,0,Rejected,55,Local Garage
1256,3913,5/14/2026,Engine Damage,218343,0,Pending,37,Cashless Network
1257,3219,8/8/2025,Theft Fire Damage,431489,0,Rejected,10,Cashless Network
1258,1999,5/9/2026,Flood Damage,285408,182811,Approved,40,Local Garage
1259,1939,11/16/2025,Theft Fire Damage,144678,81432,Approved,70,Cashless Network
1260,2604,8/4/2025,Natural Disaster,240180,0,Pending,82,Multi Brand
1261,1319,6/7/2026,Total Loss,12104,0,Pending,72,Local Garage
1262,3799,4/10/2026,Accidental Damage,440652,0,Rejected,44,Multi Brand
1263,560,5/22/2026,Accidental Damage,412606,0,Pending,4,Local Garage
1264,497,10/5/2025,Natural Disaster,178422,0,Rejected,78,Multi Brand
1265,789,3/3/2026,Accidental Damage,161614,0,Pending,43,Multi Brand
1266,3234,6/11/2026,Own Damage,289606,0,Pending,54,Multi Brand
1267,2677,7/15/2025,Natural Disaster,55632,0,Pending,71,Local Garage
1268,1722,1/2/2026,Theft Fire Damage,368272,0,Rejected,3,Local Garage
1269,530,2/7/2026,Glass Damage,355672,0,Rejected,64,Authorized
1270,1631,11/16/2025,Natural Disaster,443614,45042,Approved,62,Cashless Network
1271,3732,5/26/2026,Accidental Damage,56748,36405,Approved,67,Multi Brand
1272,1442,7/20/2025,Flood Damage,217383,0,Rejected,51,Local Garage
1273,1332,5/26/2026,Total Loss,459852,395357,Approved,26,Cashless Network
1274,2312,6/27/2026,Accidental Damage,80673,0,Rejected,31,Local Garage
1275,13,6/19/2026,Accidental Damage,476601,0,Rejected,29,Multi Brand
1276,3740,1/23/2026,Natural Disaster,279100,0,Rejected,86,Authorized
1277,1255,7/6/2025,Glass Damage,440541,0,Rejected,36,Authorized
1278,2609,10/28/2025,Accidental Damage,151030,0,Rejected,83,Authorized
1279,2013,9/10/2025,Theft Fire Damage,364013,39123,Approved,40,Authorized
1280,1637,4/15/2026,Own Damage,375876,147060,Approved,13,Cashless Network
1281,2067,8/25/2025,Glass Damage,486049,0,Pending,10,Local Garage
1282,3806,2/3/2026,Theft Fire Damage,370565,141355,Approved,11,Cashless Network
1283,2611,11/26/2025,Flood Damage,388298,0,Rejected,46,Local Garage
1284,1434,4/4/2026,Accidental Damage,34297,33558,Approved,38,Local Garage
1285,1883,5/31/2026,Engine Damage,272923,0,Rejected,86,Local Garage
1286,2963,4/25/2026,Glass Damage,180121,0,Rejected,75,Cashless Network
1287,48,2/19/2026,Engine Damage,34390,0,Pending,24,Authorized
1288,3016,10/20/2025,Own Damage,464986,0,Rejected,40,Cashless Network
1289,3753,9/5/2025,Glass Damage,411386,0,Pending,10,Cashless Network
1290,1583,6/11/2026,Flood Damage,176984,157973,Approved,19,Authorized
1291,440,7/16/2025,Glass Damage,203757,125452,Approved,84,Cashless Network
1292,3778,12/17/2025,Engine Damage,493636,0,Rejected,74,Multi Brand
1293,2584,11/30/2025,Engine Damage,362449,339946,Approved,32,Local Garage
1294,1064,2/5/2026,Flood Damage,171319,135203,Approved,79,Authorized
1295,410,7/26/2025,Total Loss,58257,0,Pending,73,Cashless Network
1296,836,6/5/2026,Total Loss,438484,0,Rejected,34,Multi Brand
1297,2791,5/2/2026,Engine Damage,482883,69477,Approved,83,Cashless Network
1298,3679,3/31/2026,Total Loss,15634,0,Pending,22,Multi Brand
1299,2699,9/10/2025,Total Loss,60772,52080,Approved,8,Local Garage
1300,3849,3/9/2026,Accidental Damage,219686,0,Rejected,42,Authorized
1301,16,7/20/2025,Own Damage,337544,0,Rejected,84,Multi Brand
1302,926,9/25/2025,Natural Disaster,494153,0,Rejected,20,Cashless Network
1303,2147,4/20/2026,Accidental Damage,325329,159661,Approved,10,Local Garage
1304,1543,4/14/2026,Total Loss,472281,412874,Approved,69,Multi Brand
1305,2900,12/31/2025,Engine Damage,421844,0,Pending,3,Multi Brand
1306,238,10/16/2025,Flood Damage,76387,0,Rejected,59,Authorized
1307,1552,2/23/2026,Engine Damage,225724,202490,Approved,61,Local Garage
1308,1699,10/25/2025,Accidental Damage,6796,5605,Approved,31,Cashless Network
1309,1059,6/13/2026,Accidental Damage,65214,31000,Approved,33,Multi Brand
1310,357,3/15/2026,Flood Damage,125230,0,Rejected,73,Authorized
1311,513,11/4/2025,Engine Damage,345316,0,Pending,47,Cashless Network
1312,3892,12/5/2025,Theft Fire Damage,404982,0,Pending,35,Local Garage
1313,1891,8/1/2025,Accidental Damage,434340,370034,Approved,83,Authorized
1314,1546,11/5/2025,Total Loss,369463,314537,Approved,50,Authorized
1315,515,3/22/2026,Flood Damage,91591,0,Pending,74,Multi Brand
1316,2634,9/8/2025,Flood Damage,147634,0,Rejected,5,Local Garage
1317,1627,10/30/2025,Theft Fire Damage,407702,280909,Approved,79,Authorized
1318,2907,1/18/2026,Natural Disaster,468807,0,Rejected,80,Multi Brand
1319,3111,7/27/2025,Engine Damage,377435,0,Rejected,27,Local Garage
1320,1071,4/9/2026,Engine Damage,297182,148151,Approved,78,Multi Brand
1321,412,9/11/2025,Total Loss,285597,79154,Approved,76,Authorized
1322,764,8/15/2025,Own Damage,51419,0,Rejected,75,Authorized
1323,2809,10/3/2025,Engine Damage,296706,0,Pending,38,Multi Brand
1324,2306,12/30/2025,Engine Damage,424320,0,Rejected,15,Cashless Network
1325,165,12/29/2025,Accidental Damage,377246,0,Pending,28,Cashless Network
1326,2725,12/26/2025,Engine Damage,264109,0,Rejected,81,Cashless Network
1327,2661,6/30/2025,Flood Damage,379710,0,Pending,2,Local Garage
1328,720,4/12/2026,Accidental Damage,30872,0,Rejected,50,Cashless Network
1329,2017,8/22/2025,Flood Damage,438886,353335,Approved,59,Authorized
1330,2089,3/20/2026,Natural Disaster,194558,60766,Approved,11,Cashless Network
1331,3853,1/3/2026,Theft Fire Damage,239511,32198,Approved,73,Cashless Network
1332,227,12/29/2025,Engine Damage,64902,0,Pending,49,Local Garage
1333,2733,12/29/2025,Theft Fire Damage,443940,235195,Approved,18,Authorized
1334,3027,12/13/2025,Flood Damage,12380,5492,Approved,47,Local Garage
1335,820,11/2/2025,Glass Damage,252718,0,Rejected,87,Local Garage
1336,2590,7/2/2025,Glass Damage,449117,0,Pending,29,Authorized
1337,1615,8/28/2025,Total Loss,473267,0,Pending,74,Multi Brand
1338,2686,10/12/2025,Flood Damage,32033,21687,Approved,61,Local Garage
1339,1277,3/14/2026,Natural Disaster,218402,0,Pending,9,Local Garage
1340,533,4/26/2026,Accidental Damage,474698,388248,Approved,85,Local Garage
1341,3756,2/6/2026,Flood Damage,95399,0,Rejected,29,Multi Brand
1342,602,3/16/2026,Flood Damage,325343,23503,Approved,68,Authorized
1343,3347,6/26/2026,Accidental Damage,26208,10035,Approved,59,Cashless Network
1344,924,7/18/2025,Own Damage,244863,0,Rejected,85,Authorized
1345,3701,5/30/2026,Flood Damage,18304,6278,Approved,30,Cashless Network
1346,1793,9/6/2025,Total Loss,99773,0,Rejected,16,Local Garage
1347,3776,12/21/2025,Glass Damage,224412,0,Rejected,29,Authorized
1348,2788,4/11/2026,Glass Damage,310743,0,Rejected,83,Authorized
1349,3253,12/15/2025,Accidental Damage,145735,80375,Approved,83,Authorized
1350,3688,6/18/2026,Own Damage,5519,5001,Approved,23,Authorized
1351,3151,10/29/2025,Glass Damage,245755,0,Pending,12,Multi Brand
1352,586,2/12/2026,Flood Damage,256543,0,Rejected,39,Authorized
1353,85,9/24/2025,Flood Damage,142607,0,Pending,72,Authorized
1354,293,11/28/2025,Total Loss,80012,0,Pending,71,Local Garage
1355,1868,1/31/2026,Accidental Damage,408311,0,Rejected,5,Cashless Network
1356,2845,4/29/2026,Theft Fire Damage,311384,0,Pending,26,Authorized
1357,2915,3/20/2026,Flood Damage,120048,0,Pending,52,Local Garage
1358,2722,8/18/2025,Theft Fire Damage,287626,0,Rejected,31,Local Garage
1359,254,2/27/2026,Natural Disaster,465364,52312,Approved,81,Cashless Network
1360,2365,11/10/2025,Own Damage,221839,0,Pending,10,Multi Brand
1361,1667,12/26/2025,Accidental Damage,286781,0,Rejected,65,Multi Brand
1362,360,9/8/2025,Engine Damage,65021,0,Rejected,37,Cashless Network
1363,56,1/20/2026,Accidental Damage,447392,0,Pending,29,Local Garage
1364,2792,11/4/2025,Theft Fire Damage,271754,102410,Approved,85,Multi Brand
1365,276,4/13/2026,Total Loss,469446,0,Pending,12,Authorized
1366,1006,11/28/2025,Theft Fire Damage,13972,0,Pending,8,Cashless Network
1367,2394,9/27/2025,Flood Damage,310700,0,Rejected,38,Cashless Network
1368,750,2/12/2026,Flood Damage,389758,0,Pending,63,Local Garage
1369,3721,10/10/2025,Glass Damage,310171,0,Rejected,80,Cashless Network
1370,1875,4/16/2026,Engine Damage,223359,0,Rejected,65,Cashless Network
1371,1667,10/25/2025,Own Damage,110995,0,Pending,70,Cashless Network
1372,2690,12/22/2025,Own Damage,379660,0,Rejected,66,Local Garage
1373,1126,9/17/2025,Accidental Damage,190283,0,Rejected,13,Cashless Network
1374,3408,8/23/2025,Theft Fire Damage,300581,0,Rejected,17,Local Garage
1375,3237,1/21/2026,Total Loss,276364,34235,Approved,86,Authorized
1376,982,6/16/2026,Natural Disaster,219889,67910,Approved,46,Authorized
1377,3835,7/31/2025,Theft Fire Damage,19494,0,Rejected,36,Local Garage
1378,608,3/18/2026,Flood Damage,409715,0,Rejected,78,Cashless Network
1379,2769,3/9/2026,Engine Damage,477567,60380,Approved,64,Local Garage
1380,1940,12/14/2025,Theft Fire Damage,440136,0,Pending,75,Cashless Network
1381,2125,4/21/2026,Total Loss,345144,279761,Approved,76,Authorized
1382,1585,11/27/2025,Engine Damage,249456,186099,Approved,18,Multi Brand
1383,521,5/18/2026,Natural Disaster,39363,34660,Approved,23,Multi Brand
1384,874,11/12/2025,Total Loss,381505,205207,Approved,44,Local Garage
1385,1467,5/15/2026,Total Loss,56210,0,Rejected,76,Multi Brand
1386,2141,4/23/2026,Total Loss,393166,0,Rejected,58,Cashless Network
1387,2391,12/1/2025,Flood Damage,429787,0,Pending,82,Local Garage
1388,3530,2/25/2026,Theft Fire Damage,45670,0,Rejected,54,Cashless Network
1389,2503,3/25/2026,Own Damage,346753,0,Pending,16,Multi Brand
1390,270,3/23/2026,Flood Damage,36231,0,Pending,55,Authorized
1391,1199,1/2/2026,Theft Fire Damage,114720,0,Rejected,50,Authorized
1392,3735,8/4/2025,Theft Fire Damage,33862,0,Pending,41,Local Garage
1393,1091,7/20/2025,Natural Disaster,223233,0,Pending,80,Authorized
1394,477,7/15/2025,Theft Fire Damage,17438,0,Pending,38,Authorized
1395,1935,10/4/2025,Flood Damage,8063,0,Pending,12,Local Garage
1396,1993,4/11/2026,Own Damage,397881,0,Rejected,12,Cashless Network
1397,107,8/24/2025,Engine Damage,224836,0,Rejected,40,Cashless Network
1398,1664,9/10/2025,Accidental Damage,106113,62367,Approved,3,Multi Brand
1399,376,6/30/2025,Flood Damage,427868,0,Rejected,85,Cashless Network
1400,3461,3/9/2026,Flood Damage,302869,236934,Approved,19,Authorized
1401,2444,6/11/2026,Natural Disaster,365362,0,Pending,41,Authorized
1402,1624,11/23/2025,Glass Damage,215468,0,Rejected,12,Cashless Network
1403,564,11/27/2025,Natural Disaster,51444,0,Rejected,26,Authorized
1404,978,9/3/2025,Own Damage,195131,0,Rejected,17,Authorized
1405,1146,2/28/2026,Own Damage,439636,0,Pending,46,Authorized
1406,2854,12/4/2025,Flood Damage,184838,0,Pending,64,Multi Brand
1407,2960,3/25/2026,Theft Fire Damage,392264,322834,Approved,46,Authorized
1408,991,10/4/2025,Glass Damage,242979,0,Pending,30,Cashless Network
1409,3133,12/4/2025,Accidental Damage,131506,68609,Approved,12,Local Garage
1410,1312,5/5/2026,Engine Damage,479362,399231,Approved,56,Multi Brand
1411,3398,8/1/2025,Theft Fire Damage,53717,0,Pending,67,Cashless Network
1412,152,12/12/2025,Flood Damage,399372,0,Pending,3,Cashless Network
1413,35,3/3/2026,Total Loss,334570,0,Rejected,61,Cashless Network
1414,3388,11/1/2025,Flood Damage,450091,0,Rejected,9,Authorized
1415,774,10/4/2025,Total Loss,254376,0,Pending,12,Authorized
1416,310,7/26/2025,Flood Damage,406969,88051,Approved,81,Local Garage
1417,3027,10/31/2025,Flood Damage,10583,0,Pending,82,Cashless Network
1418,415,12/2/2025,Glass Damage,390574,0,Rejected,60,Local Garage
1419,2512,1/16/2026,Total Loss,246266,0,Rejected,73,Local Garage
1420,2055,1/3/2026,Theft Fire Damage,149198,0,Rejected,7,Authorized
1421,2451,5/7/2026,Glass Damage,404261,0,Pending,29,Multi Brand
1422,1380,10/4/2025,Flood Damage,402579,0,Rejected,30,Cashless Network
1423,328,10/15/2025,Theft Fire Damage,126977,0,Rejected,76,Local Garage
1424,2024,3/15/2026,Engine Damage,64976,45379,Approved,10,Multi Brand
1425,2109,12/25/2025,Theft Fire Damage,216680,0,Rejected,56,Multi Brand
1426,3011,10/14/2025,Engine Damage,68864,0,Pending,31,Authorized
1427,3803,4/11/2026,Glass Damage,182964,0,Rejected,87,Local Garage
1428,1426,4/13/2026,Engine Damage,364900,0,Pending,18,Cashless Network
1429,818,1/2/2026,Engine Damage,312927,176540,Approved,30,Multi Brand
1430,2838,9/2/2025,Own Damage,9713,6790,Approved,36,Multi Brand
1431,1972,1/7/2026,Theft Fire Damage,185395,0,Rejected,55,Authorized
1432,2416,3/13/2026,Total Loss,472937,397030,Approved,59,Multi Brand
1433,2654,3/13/2026,Accidental Damage,62848,51899,Approved,13,Multi Brand
1434,944,9/19/2025,Theft Fire Damage,462380,38729,Approved,58,Authorized
1435,1094,12/30/2025,Accidental Damage,86140,30992,Approved,59,Cashless Network
1436,257,10/20/2025,Theft Fire Damage,35009,0,Rejected,62,Multi Brand
1437,1949,8/9/2025,Natural Disaster,66849,0,Rejected,11,Authorized
1438,3722,8/2/2025,Accidental Damage,393597,0,Rejected,81,Multi Brand
1439,1654,6/19/2026,Natural Disaster,180152,0,Pending,27,Multi Brand
1440,771,4/4/2026,Engine Damage,479303,425794,Approved,22,Cashless Network
1441,2297,6/26/2026,Engine Damage,91618,45070,Approved,21,Cashless Network
1442,1002,2/13/2026,Total Loss,69908,0,Pending,42,Cashless Network
1443,2590,8/26/2025,Own Damage,446435,0,Pending,66,Authorized
1444,3183,1/12/2026,Natural Disaster,492607,11841,Approved,19,Cashless Network
1445,3013,9/17/2025,Engine Damage,483406,101676,Approved,39,Authorized
1446,2302,2/16/2026,Total Loss,468767,0,Pending,46,Local Garage
1447,2794,3/16/2026,Accidental Damage,8155,5693,Approved,40,Authorized
1448,63,11/6/2025,Engine Damage,87695,0,Rejected,2,Local Garage
1449,3386,5/10/2026,Total Loss,444113,0,Rejected,43,Cashless Network
1450,1471,12/28/2025,Accidental Damage,155161,0,Pending,82,Cashless Network
1451,3476,7/22/2025,Accidental Damage,443054,0,Pending,44,Multi Brand
1452,294,10/22/2025,Total Loss,443398,0,Pending,84,Authorized
1453,2630,6/18/2026,Flood Damage,212903,59167,Approved,35,Authorized
1454,2246,9/15/2025,Glass Damage,413895,0,Rejected,36,Multi Brand
1455,3004,1/24/2026,Theft Fire Damage,238360,0,Pending,83,Local Garage
1456,1091,10/17/2025,Own Damage,491852,0,Rejected,81,Local Garage
1457,2691,4/25/2026,Theft Fire Damage,458339,0,Pending,35,Authorized
1458,35,7/21/2025,Natural Disaster,441629,0,Pending,66,Local Garage
1459,2341,3/12/2026,Accidental Damage,329750,0,Rejected,49,Authorized
1460,2511,7/26/2025,Glass Damage,271332,0,Rejected,36,Authorized
1461,2686,5/6/2026,Theft Fire Damage,58183,0,Rejected,60,Multi Brand
1462,338,1/12/2026,Flood Damage,215386,0,Pending,31,Authorized
1463,2228,5/16/2026,Theft Fire Damage,126562,24210,Approved,32,Authorized
1464,2201,6/1/2026,Theft Fire Damage,113029,60925,Approved,28,Local Garage
1465,2117,5/4/2026,Flood Damage,156036,0,Pending,3,Cashless Network
1466,3280,6/28/2025,Natural Disaster,70349,0,Rejected,17,Cashless Network
1467,3872,10/25/2025,Theft Fire Damage,185545,72519,Approved,62,Cashless Network
1468,1663,9/11/2025,Engine Damage,116258,0,Rejected,88,Multi Brand
1469,2808,1/2/2026,Glass Damage,215731,0,Rejected,52,Local Garage
1470,3288,6/18/2026,Glass Damage,454588,0,Pending,25,Cashless Network
1471,3204,12/23/2025,Total Loss,182759,176120,Approved,34,Authorized
1472,2639,1/27/2026,Flood Damage,153739,0,Pending,60,Cashless Network
1473,3952,2/22/2026,Theft Fire Damage,441176,0,Rejected,62,Multi Brand
1474,2320,1/28/2026,Theft Fire Damage,411664,170845,Approved,30,Local Garage
1475,1374,5/14/2026,Natural Disaster,423008,0,Pending,67,Local Garage
1476,2148,7/25/2025,Engine Damage,101893,0,Pending,53,Cashless Network
1477,246,3/21/2026,Engine Damage,440775,0,Rejected,65,Authorized
1478,46,1/28/2026,Glass Damage,259046,0,Rejected,37,Authorized
1479,1404,6/13/2026,Theft Fire Damage,143221,46420,Approved,9,Multi Brand
1480,839,12/25/2025,Accidental Damage,140445,0,Rejected,3,Local Garage
1481,298,1/19/2026,Own Damage,441966,0,Pending,43,Authorized
1482,81,4/8/2026,Own Damage,10779,0,Pending,22,Multi Brand
1483,3189,6/16/2026,Flood Damage,165612,0,Rejected,63,Authorized
1484,3101,7/1/2025,Flood Damage,326103,0,Pending,85,Multi Brand
1485,2528,6/21/2026,Accidental Damage,392602,0,Pending,7,Local Garage
1486,613,12/24/2025,Accidental Damage,332015,219788,Approved,72,Local Garage
1487,497,6/7/2026,Accidental Damage,153216,0,Rejected,72,Multi Brand
1488,1163,1/29/2026,Flood Damage,186626,0,Rejected,73,Local Garage
1489,221,3/3/2026,Accidental Damage,451966,332303,Approved,5,Local Garage
1490,1006,8/20/2025,Total Loss,285711,0,Pending,26,Cashless Network
1491,351,1/29/2026,Theft Fire Damage,124481,0,Pending,80,Authorized
